Dataset,Model,Seed,Fold,Accuracy,Precision,F1,Recall
HCDR,NN-CH,2,4,0.6262593435164121,0.6349094961733888,0.6201254142759114,0.6262181123472844
HCDR,NN-CH,2,5,0.5238869028274293,0.6183118518175426,0.4048751127624297,0.5237416254116001
HCDR,NN-CH,3,1,0.6023391812865497,0.6041331484884116,0.6006190847722107,0.6023391812865497
HCDR,NN-CH,3,2,0.5112122196945076,0.5632438726066707,0.3852115183301716,0.5113594019726386
HCDR,NN-CH,3,3,0.49983750406239846,0.24991875203119923,0.33326110509209106,0.5
HCDR,NN-CH,3,4,0.49983750406239846,0.24991875203119923,0.33326110509209106,0.5
HCDR,NN-CH,3,5,0.5004874878128047,0.535877152163797,0.33585000782906105,0.5003257312476393
HCDR,NN-CH,4,1,0.5165692007797271,0.6443783869294415,0.3791747205647533,0.5165692007797271
HCDR,NN-CH,4,2,0.5417614559636009,0.6680879452372666,0.4355012891467066,0.5416205108446114
HCDR,NN-CH,4,3,0.5612609684757881,0.5841991508127287,0.5290254859916842,0.5611760038732867
HCDR,NN-CH,4,4,0.6057848553786155,0.6661313950867704,0.5665267553286686,0.6058827232315244
HCDR,NN-CH,4,5,0.5021124471888203,0.6595801458815158,0.3394293881897929,0.5022737815496696
