Dataset,Model,Seed,Fold,Accuracy,Precision,F1,Recall
CCA,NN-UTA,0,1,0.8358707760861492,0.7712707182320443,0.603795591911004,0.6511859995664043
CCA,NN-UTA,0,2,0.8600074266617156,0.8086720660202816,0.5919171222144551,0.5261307935149622
CCA,NN-UTA,0,3,0.8187221396731055,0.551840704892297,0.43524819167625145,0.6394340497532914
CCA,NN-UTA,0,4,0.7410846953937593,0.47197114386194267,0.47488168044294393,0.6489457749962956
CCA,NN-UTA,0,5,0.9468796433878157,0.5969244997793489,0.6128388848112031,0.630724688773533
CCA,NN-UTA,1,1,0.7304121797252136,0.4126839100957327,0.4071961165347709,0.6222352348641694
CCA,NN-UTA,1,2,0.8028221314519124,0.44881511772334554,0.3983294741837608,0.6496117770881644
CCA,NN-UTA,1,3,0.9479940564635958,0.9078956437827405,0.7157738877820184,0.6853875121583365
CCA,NN-UTA,1,4,0.9268202080237742,0.8955685342149101,0.6616382792168038,0.6167775123623298
CCA,NN-UTA,1,5,0.8339524517087668,0.7893692564745196,0.586053569072437,0.6399589111453519
CCA,NN-UTA,2,1,0.8143334571110286,0.35065145759590205,0.38730679543531643,0.589991556695228
CCA,NN-UTA,2,2,0.9502413665057556,0.5969758587140582,0.6181492265020497,0.6439041804581136
CCA,NN-UTA,2,3,0.813150074294205,0.7174272486772487,0.43570242187169256,0.4153298997451429
CCA,NN-UTA,2,4,0.8354383358098069,0.7958930540242557,0.5958949961547743,0.646097838097025
CCA,NN-UTA,2,5,0.9557949479940565,0.847267374842611,0.7651157469874558,0.7412033302686326
CCA,NN-UTA,3,1,0.7092461938358707,0.43658175520920617,0.430143081076197,0.6163155937589783
CCA,NN-UTA,3,2,0.8425547716301522,0.6602216449631072,0.5145284799452347,0.7111072696527504
CCA,NN-UTA,3,3,0.9565378900445766,0.8846407130971189,0.7251159812777744,0.7108844768054023
CCA,NN-UTA,3,4,0.9543090638930164,0.8799190180400166,0.750879944573319,0.7285672654430208
CCA,NN-UTA,3,5,0.9520802377414561,0.8720963489532118,0.7049162603508402,0.6941324458065535
CCA,NN-UTA,4,1,0.9513553657630895,0.5966291236520992,0.6189326036905405,0.6466116592496397
CCA,NN-UTA,4,2,0.818418121054586,0.5965804774497898,0.41626929035480803,0.6171556182536438
CCA,NN-UTA,4,3,0.9543090638930164,0.7982349435726587,0.7765990654464757,0.7697195215527879
CCA,NN-UTA,4,4,0.9011887072808321,0.8077390600569408,0.6750371318725111,0.6913540637593364
CCA,NN-UTA,4,5,0.9531946508172363,0.8688483504553356,0.7549052477951209,0.7313807231697947
CCA,NN-CH,0,1,0.1741552172298552,0.25725665919840673,0.1786213694610641,0.3798889454668897
CCA,NN-CH,0,2,0.9446713702190865,0.73384496124031,0.7214494607611388,0.7153748674316597
CCA,NN-CH,0,3,0.9539375928677564,0.6018887398197743,0.622022839172441,0.6459740242563715
CCA,NN-CH,0,4,0.17644873699851413,0.3608445514450736,0.1937759210486483,0.3898305084745763
CCA,NN-CH,0,5,0.8317236255572066,0.6098256323518813,0.4757113722901245,0.6486384404693485
CCA,NN-CH,1,1,0.9324173783884144,0.5741890460694693,0.6023468259663686,0.6438243352390606
CCA,NN-CH,1,2,0.9487560341626439,0.6014712714415865,0.6140478214722199,0.6275656050551922
CCA,NN-CH,1,3,0.9394502228826151,0.717116525592672,0.731924433927278,0.759381029430852
CCA,NN-CH,1,4,0.924962852897474,0.6812849544945658,0.6724079540697008,0.6780186860097142
CCA,NN-CH,1,5,0.9394502228826151,0.5833903241942681,0.607622596804826,0.6394394259582382
CCA,NN-CH,2,1,0.80505012996658,0.2683500433221933,0.2973325104573819,0.3333333333333333
CCA,NN-CH,2,2,0.9494987003341998,0.5943429154730152,0.6177785279569429,0.6475275696962978
CCA,NN-CH,2,3,0.8956166419019317,0.6905841994715173,0.6603372390244451,0.6782140207952106
CCA,NN-CH,2,4,0.9413075780089153,0.5832703116908048,0.6099669142065226,0.6469405097276779
CCA,NN-CH,2,5,0.8919019316493314,0.7201959502336405,0.6394234880255207,0.597395477663586
CCA,NN-CH,3,1,0.8852580764946156,0.5813313362695742,0.597319328376149,0.6303189956865015
CCA,NN-CH,3,2,0.7712588191607872,0.360094496264709,0.37417584769595735,0.6381079700627516
CCA,NN-CH,3,3,0.17533432392273401,0.39106145251396646,0.16911976911976914,0.37288135593220334
CCA,NN-CH,3,4,0.8554977711738484,0.514832162373146,0.5409010568049871,0.6159286592865928
CCA,NN-CH,3,5,0.9528231797919762,0.8012747976212525,0.7730432563981786,0.7573454938028067
CCA,NN-CH,4,1,0.9405867062755291,0.842647725951137,0.7270414829332027,0.6847218751339327
CCA,NN-CH,4,2,0.9082807278128481,0.6829757446089709,0.6522189010284248,0.647042570665759
CCA,NN-CH,4,3,0.9494799405646359,0.5990588697289377,0.6161669470374157,0.6356825906968747
CCA,NN-CH,4,4,0.9416790490341753,0.585893832107133,0.6096326009696235,0.6403371291777434
CCA,NN-CH,4,5,0.924219910846954,0.732711350523961,0.7138919916065674,0.6983364143148706
