Dataset,Model,Seed,Fold,Accuracy,Precision,F1,Recall
BCW,MEPL_DS,2,3,0.9473684210526315,0.9434523809523809,0.9434523809523809,0.9434523809523809
BCW,MEPL_DS,2,4,0.9912280701754386,0.9883720930232558,0.99062114356232,0.9930555555555556
BCW,MEPL_DS,2,5,0.9292035398230089,0.9199999999999999,0.926670992861778,0.943661971830986
BCW,MEPL_DS,3,1,0.9298245614035088,0.941031941031941,0.922972972972973,0.911562397641664
BCW,MEPL_DS,3,2,0.9385964912280702,0.9299242424242424,0.935991016282987,0.9461185718964953
BCW,MEPL_DS,3,3,0.9824561403508771,0.9864864864864865,0.9809555629802873,0.9761904761904762
BCW,MEPL_DS,3,4,0.9824561403508771,0.9811507936507937,0.9811507936507937,0.9811507936507937
BCW,MEPL_DS,3,5,0.9911504424778761,0.9930555555555556,0.9904794001179543,0.9880952380952381
BCW,MEPL_DS,4,1,0.9473684210526315,0.9538461538461538,0.9428666889408621,0.9348182115951523
BCW,MEPL_DS,4,2,0.9385964912280702,0.9331168831168831,0.9349474199070678,0.9369472649852604
BCW,MEPL_DS,4,3,0.9912280701754386,0.9931506849315068,0.9905276277523889,0.9880952380952381
BCW,MEPL_DS,4,4,0.9649122807017544,0.9565217391304348,0.962987012987013,0.9722222222222222
BCW,MEPL_DS,4,5,0.9911504424778761,0.9930555555555556,0.9904794001179543,0.9880952380952381
BCW,EPL,0,1,0.9385964912280702,0.9551282051282051,0.9322062696457396,0.9186046511627908
BCW,EPL,0,2,0.9649122807017544,0.9594202898550726,0.962987012987013,0.9672453324598755
BCW,EPL,0,3,0.9736842105263158,0.9697019325253848,0.97186343068696,0.9742063492063492
BCW,EPL,0,4,0.9736842105263158,0.98,0.9712773998488284,0.9642857142857143
BCW,EPL,0,5,0.9734513274336283,0.9797297297297297,0.9711366538952746,0.9642857142857143
BCW,EPL,1,1,0.9210526315789473,0.9134615384615384,0.918796992481203,0.9366197183098591
BCW,EPL,1,2,0.9824561403508771,0.9777777777777779,0.9814935064935065,0.9859154929577465
BCW,EPL,1,3,0.956140350877193,0.9550618108920814,0.9526381387619443,0.9503968253968254
BCW,EPL,1,4,0.956140350877193,0.9550618108920814,0.9526381387619443,0.9503968253968254
BCW,EPL,1,5,0.9557522123893806,0.9671052631578947,0.9513476276586584,0.9404761904761905
BCW,EPL,2,1,0.9385964912280702,0.9331168831168831,0.9349474199070678,0.9369472649852604
BCW,EPL,2,2,0.9473684210526315,0.9393458240711337,0.9449275362318841,0.953160825417622
BCW,EPL,2,3,0.9385964912280702,0.9475254475254475,0.9322062696457396,0.9216269841269842
BCW,EPL,2,4,0.9912280701754386,0.9883720930232558,0.99062114356232,0.9930555555555556
BCW,EPL,2,5,0.9734513274336283,0.9739159891598916,0.971438200353863,0.9691482226693494
BCW,EPL,3,1,0.9912280701754386,0.9930555555555556,0.99062114356232,0.9883720930232558
BCW,EPL,3,2,0.9298245614035088,0.9212448396316291,0.9265700483091788,0.9344906649197511
BCW,EPL,3,3,0.956140350877193,0.9510317720275139,0.9531057178116,0.9553571428571428
BCW,EPL,3,4,0.9824561403508771,0.9864864864864865,0.9809555629802873,0.9761904761904762
BCW,EPL,3,5,0.9823008849557522,0.9810529845741114,0.9810529845741114,0.9810529845741114
BCW,EPL,4,1,0.9298245614035088,0.9343589743589744,0.9238222519211494,0.9161480510972814
BCW,EPL,4,2,0.9649122807017544,0.9733333333333334,0.9619111259605746,0.9534883720930232
BCW,EPL,4,3,0.9736842105263158,0.9741062479117941,0.9715828832571667,0.9692460317460317
BCW,EPL,4,4,0.956140350877193,0.9468085106382979,0.9539245008487591,0.9652777777777778
BCW,EPL,4,5,0.9646017699115044,0.9586627140974967,0.9624584717607974,0.9669684775318578
BCW,PL,0,1,0.9385964912280702,0.9365079365079365,0.9343480049362403,0.9323616115296429
BCW,PL,0,2,0.9912280701754386,0.9886363636363636,0.9907067742724383,0.9929577464788732
BCW,PL,0,3,0.9649122807017544,0.9623015873015872,0.9623015873015872,0.9623015873015872
BCW,PL,0,4,0.9649122807017544,0.9672297297297296,0.9619111259605747,0.9573412698412699
BCW,PL,0,5,0.9469026548672567,0.961038961038961,0.9412681912681913,0.9285714285714286
BCW,PL,1,1,0.9210526315789473,0.9121874999999999,0.9182795698924731,0.9320340648542418
BCW,PL,1,2,0.9912280701754386,0.9886363636363636,0.9907067742724383,0.9929577464788732
BCW,PL,1,3,0.956140350877193,0.9550618108920814,0.9526381387619443,0.9503968253968254
BCW,PL,1,4,0.956140350877193,0.9550618108920814,0.9526381387619443,0.9503968253968254
BCW,PL,1,5,0.911504424778761,0.9382716049382716,0.8995376955903271,0.8809523809523809
BCW,PL,2,1,0.9385964912280702,0.9365079365079365,0.9343480049362403,0.9323616115296429
BCW,PL,2,2,0.956140350877193,0.9516233766233766,0.9535338713621913,0.9556174254831313
BCW,PL,2,3,0.9473684210526315,0.9434523809523809,0.9434523809523809,0.9434523809523809
BCW,PL,2,4,0.9912280701754386,0.9883720930232558,0.99062114356232,0.9930555555555556
BCW,PL,2,5,0.9646017699115044,0.9565217391304348,0.9627799736495388,0.971830985915493
BCW,PL,3,1,0.7631578947368421,0.7825,0.7622615277670504,0.7961021945627251
BCW,PL,3,2,0.9385964912280702,0.9309462915601023,0.9354943011882629,0.9415329184408778
