Dataset,Model,Seed,Fold,NoiseLevel,Accuracy,Precision,F1,Recall
AD,MEPL_ER,0,1,0.001,0.9488372093023256,0.9494706682206682,0.9433342917385471,0.9380679666792882
AD,MEPL_ER,0,1,0.01,0.9488372093023256,0.9494706682206682,0.9433342917385471,0.9380679666792882
AD,MEPL_ER,0,1,0.1,0.9488372093023256,0.9494706682206682,0.9433342917385471,0.9380679666792882
AD,MEPL_ER,0,1,1.0,0.9488372093023256,0.9494706682206682,0.9433342917385471,0.9380679666792882
AD,MEPL_ER,0,1,10.0,0.9465116279069767,0.9476499110645452,0.9406629668516575,0.9347784929950776
AD,MEPL_ER,0,1,100.0,0.9465116279069767,0.9476499110645452,0.9406629668516575,0.9347784929950776
AD,MEPL_ER,0,1,1000.0,0.9465116279069767,0.9476499110645452,0.9406629668516575,0.9347784929950776
AD,MEPL_ER,0,2,0.001,0.9209302325581395,0.9181478243978244,0.9124257235959363,0.9075397576675501
AD,MEPL_ER,0,2,0.01,0.9186046511627907,0.9162179284130503,0.9097045147742613,0.9042502839833396
AD,MEPL_ER,0,2,0.1,0.8674418604651163,0.8567943078291387,0.8538801352100585,0.8512637258614162
AD,MEPL_ER,0,2,1.0,0.5837209302325581,0.5452325334465916,0.545296115787919,0.5453663385081409
AD,MEPL_ER,0,2,10.0,0.5279069767441861,0.48899951263663577,0.4887518376000796,0.4887826580840591
AD,MEPL_ER,0,2,100.0,0.5209302325581395,0.4822916666666667,0.48191559049223276,0.4818960620976902
AD,MEPL_ER,0,2,1000.0,0.5186046511627908,0.4805814034034497,0.4801151795153349,0.4800975009466111
AD,MEPL_ER,0,3,0.001,0.9116279069767442,0.9064730850858576,0.9024337815567605,0.8988546005301022
AD,MEPL_ER,0,3,0.01,0.9116279069767442,0.9064730850858576,0.9024337815567605,0.8988546005301022
AD,MEPL_ER,0,3,0.1,0.9116279069767442,0.9064730850858576,0.9024337815567605,0.8988546005301022
AD,MEPL_ER,0,3,1.0,0.9116279069767442,0.9064730850858576,0.9024337815567605,0.8988546005301022
AD,MEPL_ER,0,3,10.0,0.913953488372093,0.9096793708408953,0.9048507574262459,0.9006531616811814
AD,MEPL_ER,0,3,100.0,0.9116279069767442,0.9064730850858576,0.9024337815567605,0.8988546005301022
AD,MEPL_ER,0,3,1000.0,0.9116279069767442,0.9064730850858576,0.9024337815567605,0.8988546005301022
AD,MEPL_ER,0,4,0.001,0.9372093023255814,0.9318640366493389,0.9312085607124446,0.9305660734570238
AD,MEPL_ER,0,4,0.01,0.9372093023255814,0.9318640366493389,0.9312085607124446,0.9305660734570238
AD,MEPL_ER,0,4,0.1,0.9372093023255814,0.9318640366493389,0.9312085607124446,0.9305660734570238
AD,MEPL_ER,0,4,1.0,0.9325581395348838,0.9279060880364948,0.9258880654229491,0.9239871260886028
AD,MEPL_ER,0,4,10.0,0.9348837209302325,0.9298809523809524,0.9285527783711932,0.9272765997728133
AD,MEPL_ER,0,4,100.0,0.9348837209302325,0.9298809523809524,0.9285527783711932,0.9272765997728133
AD,MEPL_ER,0,4,1000.0,0.9348837209302325,0.9298809523809524,0.9285527783711932,0.9272765997728133
AD,MEPL_ER,0,5,0.001,0.958041958041958,0.965262214253698,0.9531204468188441,0.9437583127493825
AD,MEPL_ER,0,5,0.01,0.958041958041958,0.965262214253698,0.9531204468188441,0.9437583127493825
AD,MEPL_ER,0,5,0.1,0.958041958041958,0.965262214253698,0.9531204468188441,0.9437583127493825
AD,MEPL_ER,0,5,1.0,0.958041958041958,0.965262214253698,0.9531204468188441,0.9437583127493825
AD,MEPL_ER,0,5,10.0,0.958041958041958,0.965262214253698,0.9531204468188441,0.9437583127493825
AD,MEPL_ER,0,5,100.0,0.958041958041958,0.965262214253698,0.9531204468188441,0.9437583127493825
AD,MEPL_ER,0,5,1000.0,0.958041958041958,0.965262214253698,0.9531204468188441,0.9437583127493825
AD,MEPL_ER,1,1,0.001,0.9348837209302325,0.9323991896584989,0.9281091021997182,0.9242947747065506
AD,MEPL_ER,1,1,0.01,0.9348837209302325,0.9323991896584989,0.9281091021997182,0.9242947747065506
AD,MEPL_ER,1,1,0.1,0.9348837209302325,0.9323991896584989,0.9281091021997182,0.9242947747065506
AD,MEPL_ER,1,1,1.0,0.9325581395348838,0.9304900181488203,0.9254235666313819,0.92100530102234
AD,MEPL_ER,1,1,10.0,0.9325581395348838,0.9304900181488203,0.9254235666313819,0.92100530102234
AD,MEPL_ER,1,1,100.0,0.9325581395348838,0.9304900181488203,0.9254235666313819,0.92100530102234
AD,MEPL_ER,1,1,1000.0,0.9325581395348838,0.9304900181488203,0.9254235666313819,0.92100530102234
AD,MEPL_ER,1,2,0.001,0.9162790697674419,0.9190176070428171,0.9060314685314685,0.896488072699735
AD,MEPL_ER,1,2,0.01,0.9162790697674419,0.9190176070428171,0.9060314685314685,0.896488072699735
AD,MEPL_ER,1,2,0.1,0.9162790697674419,0.9190176070428171,0.9060314685314685,0.896488072699735
AD,MEPL_ER,1,2,1.0,0.9162790697674419,0.9190176070428171,0.9060314685314685,0.896488072699735
AD,MEPL_ER,1,2,10.0,0.9162790697674419,0.9190176070428171,0.9060314685314685,0.896488072699735
AD,MEPL_ER,1,2,100.0,0.9162790697674419,0.9190176070428171,0.9060314685314685,0.896488072699735
AD,MEPL_ER,1,2,1000.0,0.9162790697674419,0.9190176070428171,0.9060314685314685,0.896488072699735
AD,MEPL_ER,1,3,0.001,0.9325581395348838,0.9387947269303202,0.9241719417942122,0.9135507383566831
AD,MEPL_ER,1,3,0.01,0.9325581395348838,0.9387947269303202,0.9241719417942122,0.9135507383566831
AD,MEPL_ER,1,3,0.1,0.8651162790697674,0.861183945139169,0.8480787505177749,0.8390287769784173
AD,MEPL_ER,1,3,1.0,0.6069767441860465,0.5803585540427646,0.5810344131772085,0.5842247254827717
AD,MEPL_ER,1,3,10.0,0.5325581395348837,0.5026868974237395,0.5017036511752598,0.5028161681181371
AD,MEPL_ER,1,3,100.0,0.5302325581395348,0.5023796695402298,0.5010454723007284,0.5025085195001893
AD,MEPL_ER,1,3,1000.0,0.5302325581395348,0.5037804223335719,0.5022235466715569,0.5039994320333208
AD,MEPL_ER,1,4,0.001,0.9348837209302325,0.9252314814814815,0.9295807598727306,0.9347311624384702
AD,MEPL_ER,1,4,0.01,0.9348837209302325,0.9252314814814815,0.9295807598727306,0.9347311624384702
AD,MEPL_ER,1,4,0.1,0.9348837209302325,0.9252314814814815,0.9295807598727306,0.9347311624384702
AD,MEPL_ER,1,4,1.0,0.9348837209302325,0.9252314814814815,0.9295807598727306,0.9347311624384702
AD,MEPL_ER,1,4,10.0,0.9348837209302325,0.9252314814814815,0.9295807598727306,0.9347311624384702
AD,MEPL_ER,1,4,100.0,0.9348837209302325,0.9252314814814815,0.9295807598727306,0.9347311624384702
AD,MEPL_ER,1,4,1000.0,0.9348837209302325,0.9252314814814815,0.9295807598727306,0.9347311624384702
AD,MEPL_ER,1,5,0.001,0.9393939393939394,0.934910394265233,0.9335723474200772,0.9322867186015581
AD,MEPL_ER,1,5,0.01,0.9393939393939394,0.934910394265233,0.9335723474200772,0.9322867186015581
AD,MEPL_ER,1,5,0.1,0.9393939393939394,0.934910394265233,0.9335723474200772,0.9322867186015581
AD,MEPL_ER,1,5,1.0,0.9393939393939394,0.934910394265233,0.9335723474200772,0.9322867186015581
AD,MEPL_ER,1,5,10.0,0.9393939393939394,0.934910394265233,0.9335723474200772,0.9322867186015581
AD,MEPL_ER,1,5,100.0,0.9393939393939394,0.934910394265233,0.9335723474200772,0.9322867186015581
AD,MEPL_ER,1,5,1000.0,0.9393939393939394,0.934910394265233,0.9335723474200772,0.9322867186015581
AD,MEPL_ER,2,1,0.001,0.9511627906976744,0.9449266862170088,0.9468107038304541,0.9488120030291556
AD,MEPL_ER,2,1,0.01,0.9511627906976744,0.9449266862170088,0.9468107038304541,0.9488120030291556
AD,MEPL_ER,2,1,0.1,0.9511627906976744,0.9449266862170088,0.9468107038304541,0.9488120030291556
AD,MEPL_ER,2,1,1.0,0.9511627906976744,0.9449266862170088,0.9468107038304541,0.9488120030291556
AD,MEPL_ER,2,1,10.0,0.9511627906976744,0.9449266862170088,0.9468107038304541,0.9488120030291556
AD,MEPL_ER,2,1,100.0,0.9511627906976744,0.9449266862170088,0.9468107038304541,0.9488120030291556
AD,MEPL_ER,2,1,1000.0,0.9511627906976744,0.9449266862170088,0.9468107038304541,0.9488120030291556
AD,MEPL_ER,2,2,0.001,0.9418604651162791,0.9394846277733708,0.9359123400044116,0.9326722832260508
AD,MEPL_ER,2,2,0.01,0.9418604651162791,0.9394846277733708,0.9359123400044116,0.9326722832260508
AD,MEPL_ER,2,2,0.1,0.9418604651162791,0.9394846277733708,0.9359123400044116,0.9326722832260508
AD,MEPL_ER,2,2,1.0,0.9418604651162791,0.9394846277733708,0.9359123400044116,0.9326722832260508
AD,MEPL_ER,2,2,10.0,0.9418604651162791,0.9394846277733708,0.9359123400044116,0.9326722832260508
AD,MEPL_ER,2,2,100.0,0.9418604651162791,0.9394846277733708,0.9359123400044116,0.9326722832260508
AD,MEPL_ER,2,2,1000.0,0.9418604651162791,0.9394846277733708,0.9359123400044116,0.9326722832260508
AD,MEPL_ER,2,3,0.001,0.9441860465116279,0.9413935211807553,0.9385714285714286,0.9359617569102613
AD,MEPL_ER,2,3,0.01,0.9441860465116279,0.9413935211807553,0.9385714285714286,0.9359617569102613
AD,MEPL_ER,2,3,0.1,0.9441860465116279,0.9413935211807553,0.9385714285714286,0.9359617569102613
AD,MEPL_ER,2,3,1.0,0.9441860465116279,0.9413935211807553,0.9385714285714286,0.9359617569102613
AD,MEPL_ER,2,3,10.0,0.9441860465116279,0.9413935211807553,0.9385714285714286,0.9359617569102613
AD,MEPL_ER,2,3,100.0,0.9441860465116279,0.9413935211807553,0.9385714285714286,0.9359617569102613
AD,MEPL_ER,2,3,1000.0,0.9441860465116279,0.9413935211807553,0.9385714285714286,0.9359617569102613
AD,MEPL_ER,2,4,0.001,0.9186046511627907,0.9148820326678766,0.9099939597275299,0.905741196516471
AD,MEPL_ER,2,4,0.01,0.9186046511627907,0.9148820326678766,0.9099939597275299,0.905741196516471
AD,MEPL_ER,2,4,0.1,0.9186046511627907,0.9148820326678766,0.9099939597275299,0.905741196516471
AD,MEPL_ER,2,4,1.0,0.9186046511627907,0.9148820326678766,0.9099939597275299,0.905741196516471
AD,MEPL_ER,2,4,10.0,0.9186046511627907,0.9148820326678766,0.9099939597275299,0.905741196516471
AD,MEPL_ER,2,4,100.0,0.9186046511627907,0.9148820326678766,0.9099939597275299,0.905741196516471
AD,MEPL_ER,2,4,1000.0,0.9186046511627907,0.9148820326678766,0.9099939597275299,0.905741196516471
AD,MEPL_ER,2,5,0.001,0.9277389277389277,0.9332577475434618,0.9188476723396206,0.9084172525175755
AD,MEPL_ER,2,5,0.01,0.9277389277389277,0.9332577475434618,0.9188476723396206,0.9084172525175755
AD,MEPL_ER,2,5,0.1,0.9277389277389277,0.9332577475434618,0.9188476723396206,0.9084172525175755
AD,MEPL_ER,2,5,1.0,0.9277389277389277,0.9332577475434618,0.9188476723396206,0.9084172525175755
AD,MEPL_ER,2,5,10.0,0.9277389277389277,0.9332577475434618,0.9188476723396206,0.9084172525175755
AD,MEPL_ER,2,5,100.0,0.9277389277389277,0.9332577475434618,0.9188476723396206,0.9084172525175755
AD,MEPL_ER,2,5,1000.0,0.9277389277389277,0.9332577475434618,0.9188476723396206,0.9084172525175755
AD,MEPL_ER,3,1,0.001,0.9116279069767442,0.9153892698668817,0.9004653882702662,0.8899091253313138
AD,MEPL_ER,3,1,0.01,0.9116279069767442,0.9153892698668817,0.9004653882702662,0.8899091253313138
AD,MEPL_ER,3,1,0.1,0.9116279069767442,0.9153892698668817,0.9004653882702662,0.8899091253313138
AD,MEPL_ER,3,1,1.0,0.9116279069767442,0.9153892698668817,0.9004653882702662,0.8899091253313138
AD,MEPL_ER,3,1,10.0,0.9116279069767442,0.9153892698668817,0.9004653882702662,0.8899091253313138
AD,MEPL_ER,3,1,100.0,0.9116279069767442,0.9153892698668817,0.9004653882702662,0.8899091253313138
AD,MEPL_ER,3,1,1000.0,0.9116279069767442,0.9153892698668817,0.9004653882702662,0.8899091253313138
AD,MEPL_ER,3,2,0.001,0.9302325581395349,0.9226896292113683,0.9239045798824945,0.9251703900037864
AD,MEPL_ER,3,2,0.01,0.9302325581395349,0.9226896292113683,0.9239045798824945,0.9251703900037864
AD,MEPL_ER,3,2,0.1,0.9302325581395349,0.9226896292113683,0.9239045798824945,0.9251703900037864
AD,MEPL_ER,3,2,1.0,0.9279069767441861,0.9197067448680352,0.9214824675592416,0.9233718288527073
AD,MEPL_ER,3,2,10.0,0.9302325581395349,0.9226896292113683,0.9239045798824945,0.9251703900037864
AD,MEPL_ER,3,2,100.0,0.9302325581395349,0.9226896292113683,0.9239045798824945,0.9251703900037864
AD,MEPL_ER,3,2,1000.0,0.9302325581395349,0.9226896292113683,0.9239045798824945,0.9251703900037864
AD,MEPL_ER,3,3,0.001,0.9116279069767442,0.9136404561824729,0.9008109945609946,0.8914000378644453
AD,MEPL_ER,3,3,0.01,0.913953488372093,0.9172002510985562,0.9032538567719259,0.8931985990155245
AD,MEPL_ER,3,3,0.1,0.913953488372093,0.9172002510985562,0.9032538567719259,0.8931985990155245
AD,MEPL_ER,3,3,1.0,0.9093023255813953,0.9118016321406153,0.8980243355163544,0.8881105641802347
AD,MEPL_ER,3,3,10.0,0.9116279069767442,0.9136404561824729,0.9008109945609946,0.8914000378644453
AD,MEPL_ER,3,3,100.0,0.9116279069767442,0.9136404561824729,0.9008109945609946,0.8914000378644453
AD,MEPL_ER,3,3,1000.0,0.9116279069767442,0.9136404561824729,0.9008109945609946,0.8914000378644453
AD,MEPL_ER,3,4,0.001,0.9627906976744186,0.9605952380952381,0.9591730162121105,0.9578048087845513
AD,MEPL_ER,3,4,0.01,0.9627906976744186,0.9605952380952381,0.9591730162121105,0.9578048087845513
AD,MEPL_ER,3,4,0.1,0.9627906976744186,0.9605952380952381,0.9591730162121105,0.9578048087845513
AD,MEPL_ER,3,4,1.0,0.9627906976744186,0.9605952380952381,0.9591730162121105,0.9578048087845513
AD,MEPL_ER,3,4,10.0,0.9627906976744186,0.9605952380952381,0.9591730162121105,0.9578048087845513
AD,MEPL_ER,3,4,100.0,0.9627906976744186,0.9605952380952381,0.9591730162121105,0.9578048087845513
AD,MEPL_ER,3,4,1000.0,0.9627906976744186,0.9605952380952381,0.9591730162121105,0.9578048087845513
AD,MEPL_ER,3,5,0.001,0.9254079254079254,0.9206742329518129,0.9179928315412185,0.9155187155614668
AD,MEPL_ER,3,5,0.01,0.9254079254079254,0.9206742329518129,0.9179928315412185,0.9155187155614668
AD,MEPL_ER,3,5,0.1,0.9254079254079254,0.9206742329518129,0.9179928315412185,0.9155187155614668
AD,MEPL_ER,3,5,1.0,0.9254079254079254,0.9206742329518129,0.9179928315412185,0.9155187155614668
AD,MEPL_ER,3,5,10.0,0.9254079254079254,0.9206742329518129,0.9179928315412185,0.9155187155614668
AD,MEPL_ER,3,5,100.0,0.9254079254079254,0.9206742329518129,0.9179928315412185,0.9155187155614668
AD,MEPL_ER,3,5,1000.0,0.9254079254079254,0.9206742329518129,0.9179928315412185,0.9155187155614668
AD,MEPL_ER,4,1,0.001,0.9488372093023256,0.9429230190099755,0.9441966919138292,0.9455225293449452
AD,MEPL_ER,4,1,0.01,0.9418604651162791,0.9348387096774193,0.936679409321969,0.9386359333585763
AD,MEPL_ER,4,1,0.1,0.9,0.8919606391363539,0.8901098901098902,0.8883708822415752
AD,MEPL_ER,4,1,1.0,0.6162790697674418,0.5827792165371783,0.5832819410427643,0.5839644074214313
AD,MEPL_ER,4,1,10.0,0.5534883720930233,0.5211984300839723,0.5209914363294577,0.521985043544112
AD,MEPL_ER,4,1,100.0,0.5465116279069767,0.5145260809180119,0.514135555310901,0.5150984475577433
AD,MEPL_ER,4,1,1000.0,0.541860465116279,0.5110181595592735,0.5104005918425144,0.511501325255585
AD,MEPL_ER,4,2,0.001,0.9372093023255814,0.9343164827768564,0.9307853272047646,0.927584248390761
AD,MEPL_ER,4,2,0.01,0.9372093023255814,0.9343164827768564,0.9307853272047646,0.927584248390761
AD,MEPL_ER,4,2,0.1,0.9372093023255814,0.9343164827768564,0.9307853272047646,0.927584248390761
AD,MEPL_ER,4,2,1.0,0.9372093023255814,0.9343164827768564,0.9307853272047646,0.927584248390761
AD,MEPL_ER,4,2,10.0,0.9372093023255814,0.9343164827768564,0.9307853272047646,0.927584248390761
AD,MEPL_ER,4,2,100.0,0.9372093023255814,0.9343164827768564,0.9307853272047646,0.927584248390761
AD,MEPL_ER,4,2,1000.0,0.9372093023255814,0.9343164827768564,0.9307853272047646,0.927584248390761
AD,MEPL_ER,4,3,0.001,0.9302325581395349,0.9285887723387724,0.9227285796434732,0.9177158273381295
AD,MEPL_ER,4,3,0.01,0.9302325581395349,0.9285887723387724,0.9227285796434732,0.9177158273381295
AD,MEPL_ER,4,3,0.1,0.9302325581395349,0.9285887723387724,0.9227285796434732,0.9177158273381295
AD,MEPL_ER,4,3,1.0,0.9302325581395349,0.9285887723387724,0.9227285796434732,0.9177158273381295
AD,MEPL_ER,4,3,10.0,0.9302325581395349,0.9285887723387724,0.9227285796434732,0.9177158273381295
AD,MEPL_ER,4,3,100.0,0.9302325581395349,0.9285887723387724,0.9227285796434732,0.9177158273381295
AD,MEPL_ER,4,3,1000.0,0.9302325581395349,0.9285887723387724,0.9227285796434732,0.9177158273381295
AD,MEPL_ER,4,4,0.001,0.9232558139534883,0.9261976532722154,0.9140099018900854,0.9048655812192351
AD,MEPL_ER,4,4,0.01,0.9232558139534883,0.9261976532722154,0.9140099018900854,0.9048655812192351
AD,MEPL_ER,4,4,0.1,0.9232558139534883,0.9261976532722154,0.9140099018900854,0.9048655812192351
AD,MEPL_ER,4,4,1.0,0.9209302325581395,0.9226722255310701,0.9115547489413187,0.903067020068156
AD,MEPL_ER,4,4,10.0,0.9209302325581395,0.9226722255310701,0.9115547489413187,0.903067020068156
AD,MEPL_ER,4,4,100.0,0.9209302325581395,0.9226722255310701,0.9115547489413187,0.903067020068156
AD,MEPL_ER,4,4,1000.0,0.9209302325581395,0.9226722255310701,0.9115547489413187,0.903067020068156
AD,MEPL_ER,4,5,0.001,0.9207459207459208,0.9260814571211737,0.9108391608391608,0.90003325099753
AD,MEPL_ER,4,5,0.01,0.9207459207459208,0.9260814571211737,0.9108391608391608,0.90003325099753
AD,MEPL_ER,4,5,0.1,0.9207459207459208,0.9260814571211737,0.9108391608391608,0.90003325099753
AD,MEPL_ER,4,5,1.0,0.9184149184149184,0.9224489795918367,0.9083764042544104,0.8982281968459054
AD,MEPL_ER,4,5,10.0,0.9184149184149184,0.9224489795918367,0.9083764042544104,0.8982281968459054
AD,MEPL_ER,4,5,100.0,0.9184149184149184,0.9224489795918367,0.9083764042544104,0.8982281968459054
AD,MEPL_ER,4,5,1000.0,0.9184149184149184,0.9224489795918367,0.9083764042544104,0.8982281968459054
AD,MEPL_DS,0,1,0.001,0.913953488372093,0.9275409836065573,0.9014805778650203,0.8857440363498674
AD,MEPL_DS,0,1,0.01,0.913953488372093,0.9275409836065573,0.9014805778650203,0.8857440363498674
AD,MEPL_DS,0,1,0.1,0.913953488372093,0.9275409836065573,0.9014805778650203,0.8857440363498674
AD,MEPL_DS,0,1,1.0,0.9093023255813953,0.9243002039140913,0.8957575757575758,0.8791650889814464
AD,MEPL_DS,0,1,10.0,0.913953488372093,0.9299939090596118,0.9011033411033411,0.8842531238167362
AD,MEPL_DS,0,1,100.0,0.913953488372093,0.9299939090596118,0.9011033411033411,0.8842531238167362
AD,MEPL_DS,0,1,1000.0,0.913953488372093,0.9299939090596118,0.9011033411033411,0.8842531238167362
AD,MEPL_DS,0,2,0.001,0.8790697674418605,0.8954535471117944,0.8590661557079466,0.8408746686861037
AD,MEPL_DS,0,2,0.01,0.8837209302325582,0.9013562486272788,0.864486688180718,0.8459627035213935
AD,MEPL_DS,0,2,0.1,0.8558139534883721,0.859750904832872,0.8339602899778282,0.8199072321090496
AD,MEPL_DS,0,2,1.0,0.6093023255813953,0.5619788488916005,0.5583920187793427,0.5576959485043544
AD,MEPL_DS,0,2,10.0,0.5441860465116279,0.4937157668231612,0.4935217903415784,0.49391802347595604
AD,MEPL_DS,0,2,100.0,0.5325581395348837,0.48306110102843314,0.4831081687209573,0.48343430518742897
AD,MEPL_DS,0,2,1000.0,0.5348837209302325,0.48647019100906813,0.486493587140844,0.48672377887163953
AD,MEPL_DS,0,3,0.001,0.9046511627906977,0.9047731745596772,0.8931638174998031,0.8845134418780765
AD,MEPL_DS,0,3,0.01,0.9069767441860465,0.9066656740123089,0.895946763460375,0.887802915562287
AD,MEPL_DS,0,3,0.1,0.9046511627906977,0.9032485351924646,0.8935251450969024,0.8860043544112078
AD,MEPL_DS,0,3,1.0,0.9,0.8979331998318871,0.8883312497357756,0.8809163195759182
AD,MEPL_DS,0,3,10.0,0.9093023255813953,0.9071020147733686,0.8990555645845748,0.892583301779629
AD,MEPL_DS,0,3,100.0,0.9093023255813953,0.9071020147733686,0.8990555645845748,0.892583301779629
AD,MEPL_DS,0,3,1000.0,0.9069767441860465,0.9037803208137716,0.8966371000697098,0.8907847406285498
AD,MEPL_DS,0,4,0.001,0.9116279069767442,0.9104679802955665,0.9014808026239629,0.8943818629307081
AD,MEPL_DS,0,4,0.01,0.9116279069767442,0.9104679802955665,0.9014808026239629,0.8943818629307081
AD,MEPL_DS,0,4,0.1,0.9116279069767442,0.9104679802955665,0.9014808026239629,0.8943818629307081
AD,MEPL_DS,0,4,1.0,0.913953488372093,0.9138792059136196,0.9039129358191558,0.8961804240817872
AD,MEPL_DS,0,4,10.0,0.9162790697674419,0.9157635467980295,0.9066660235384911,0.8994698977659977
AD,MEPL_DS,0,4,100.0,0.9162790697674419,0.9157635467980295,0.9066660235384911,0.8994698977659977
AD,MEPL_DS,0,4,1000.0,0.9162790697674419,0.9157635467980295,0.9066660235384911,0.8994698977659977
AD,MEPL_DS,0,5,0.001,0.9324009324009324,0.9474239974970016,0.9229854959422066,0.9075741022230667
AD,MEPL_DS,0,5,0.01,0.9324009324009324,0.9474239974970016,0.9229854959422066,0.9075741022230667
AD,MEPL_DS,0,5,0.1,0.9300699300699301,0.9458588716014458,0.9201810965021086,0.9042846285388562
AD,MEPL_DS,0,5,1.0,0.9324009324009324,0.9474239974970016,0.9229854959422066,0.9075741022230667
AD,MEPL_DS,0,5,10.0,0.9347319347319347,0.9489981312292359,0.9257785467128028,0.9108635759072772
AD,MEPL_DS,0,5,100.0,0.9347319347319347,0.9489981312292359,0.9257785467128028,0.9108635759072772
AD,MEPL_DS,0,5,1000.0,0.9347319347319347,0.9489981312292359,0.9257785467128028,0.9108635759072772
AD,MEPL_DS,1,1,0.001,0.9302325581395349,0.9300665101721439,0.9224778250522825,0.9162249148049981
AD,MEPL_DS,1,1,0.01,0.9302325581395349,0.9300665101721439,0.9224778250522825,0.9162249148049981
AD,MEPL_DS,1,1,0.1,0.9325581395348838,0.9319339197387978,0.9251837408129594,0.9195143884892086
AD,MEPL_DS,1,1,1.0,0.9093023255813953,0.9033076127977693,0.9000232504068821,0.8970560393790231
AD,MEPL_DS,1,1,10.0,0.9186046511627907,0.9162179284130503,0.9097045147742613,0.9042502839833396
AD,MEPL_DS,1,1,100.0,0.9186046511627907,0.9162179284130503,0.9097045147742613,0.9042502839833396
AD,MEPL_DS,1,1,1000.0,0.9186046511627907,0.9162179284130503,0.9097045147742613,0.9042502839833396
AD,MEPL_DS,1,2,0.001,0.9255813953488372,0.9248092723004695,0.9173096800557679,0.9111368799697084
AD,MEPL_DS,1,2,0.01,0.9255813953488372,0.9248092723004695,0.9173096800557679,0.9111368799697084
AD,MEPL_DS,1,2,0.1,0.9186046511627907,0.9176544209673857,0.9094088400117979,0.9027593714502082
AD,MEPL_DS,1,2,1.0,0.913953488372093,0.9172002510985562,0.9032538567719259,0.8931985990155245
AD,MEPL_DS,1,2,10.0,0.9046511627906977,0.9064030131826741,0.8927948142607829,0.8830225293449452
AD,MEPL_DS,1,2,100.0,0.9023255813953488,0.9028861544617848,0.8903700466200466,0.881223968193866
AD,MEPL_DS,1,2,1000.0,0.9,0.9010043942247332,0.8875652930052113,0.8779344945096554
AD,MEPL_DS,1,3,0.001,0.8906976744186047,0.9088637666912427,0.8728762918372867,0.8543402120408936
AD,MEPL_DS,1,3,0.01,0.8930232558139535,0.9104737070838766,0.8758317639673572,0.8576296857251041
AD,MEPL_DS,1,3,0.1,0.8372093023255814,0.8403954802259888,0.8110483364720653,0.7965732677016282
AD,MEPL_DS,1,3,1.0,0.6255813953488372,0.5852536258558492,0.5832806640542704,0.5822131768269595
AD,MEPL_DS,1,3,10.0,0.5627906976744186,0.5133004926108374,0.5125892340343431,0.5127792502839833
AD,MEPL_DS,1,3,100.0,0.5558139534883721,0.5076021539436173,0.5072446377681116,0.5073835668307459
AD,MEPL_DS,1,3,1000.0,0.5534883720930233,0.5057303807303807,0.5054629097182288,0.5055850056796668
AD,MEPL_DS,1,4,0.001,0.9302325581395349,0.9285887723387724,0.9227285796434732,0.9177158273381295
AD,MEPL_DS,1,4,0.01,0.9302325581395349,0.9285887723387724,0.9227285796434732,0.9177158273381295
AD,MEPL_DS,1,4,0.1,0.9302325581395349,0.9285887723387724,0.9227285796434732,0.9177158273381295
AD,MEPL_DS,1,4,1.0,0.9209302325581395,0.9195520344287951,0.9121415350592534,0.9060488451344189
AD,MEPL_DS,1,4,10.0,0.9232558139534883,0.9214565921882996,0.9148642567871605,0.9093383188186293
AD,MEPL_DS,1,4,100.0,0.9255813953488372,0.9233682983682984,0.9175771516197048,0.9126277925028399
AD,MEPL_DS,1,4,1000.0,0.9255813953488372,0.9233682983682984,0.9175771516197048,0.9126277925028399
AD,MEPL_DS,1,5,0.001,0.9137529137529138,0.9250534494446472,0.9017401155124706,0.8871959908797264
AD,MEPL_DS,1,5,0.01,0.9137529137529138,0.9250534494446472,0.9017401155124706,0.8871959908797264
